,kills,deaths,assists,denies,gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits,n_matches
116525052,573,1179,2417,421,47355,61107,1549896,238305,6303,181
116544810,16,63,99,3,1884,2127,69862,4415,138,8
116583372,50,29,60,103,3877,4031,139348,0,1641,7
116585378,2771,1358,3489,4450,186125,189975,8142457,74179,95345,333
116591584,77,123,140,126,7111,8126,262081,7426,3099,18
116653360,12,38,114,25,2869,2715,50631,24693,436,9
116759572,22,20,108,4,1609,1985,77647,20436,373,5
116776337,22,21,31,34,2130,2586,67899,3087,1081,5
116780013,37,27,42,99,2288,2372,70436,2721,940,5
116782914,278,518,1198,245,28526,32370,877704,93405,7189,94
116818204,42,70,212,37,4338,4955,130367,19962,999,14
116835433,42,61,142,50,4226,4494,127131,501,964,13
116850318,139,119,273,324,10317,12030,458337,11853,5346,23
116852311,478,737,1802,330,37823,46854,1203011,88994,5959,138
116876282,204,432,799,103,17198,20240,579929,124604,3256,62
116881520,1109,546,1468,2054,85857,85734,3365897,71034,47197,152
116885013,93,98,150,118,6244,6594,308941,275,2883,13
116905654,66,45,61,250,4668,4798,161232,4017,1965,10
116985284,33,23,53,65,3212,3271,64280,93,1207,6
116998111,50,43,67,152,3546,3374,150661,0,1933,7
117015167,936,1495,3638,698,75567,93490,2745763,228598,14973,253
117127191,40,74,244,22,3355,4422,111298,4842,425,14
117184915,144,66,183,279,8975,9001,372901,0,4060,16
117197143,40,84,221,24,4810,5921,127111,16450,1153,17
117199412,260,441,639,369,24283,28701,715122,32493,7733,65
117201231,50,59,172,10,4402,4588,105254,1359,431,13
117241517,73,69,253,106,5911,6807,199574,14954,1334,16
117275286,67,128,153,107,6273,7567,238431,3269,2348,18
117281554,3282,1475,4156,6407,228812,236312,8541406,190838,118996,423
117421467,790,1792,3745,748,82879,101557,2762242,445445,17954,282
117456901,44,117,193,13,3377,4471,126298,1411,406,15
117483894,482,876,1958,199,42925,53241,1469190,140256,8742,146
117516310,79,36,57,158,3815,4250,183421,0,1486,8
117558174,93,62,121,140,4395,4837,174766,0,1944,9
117569015,18,36,62,53,2600,2993,70236,0,893,6
117587043,483,342,708,1032,40134,41902,1540019,21922,20139,78
117616514,27,39,78,30,2894,3021,70909,5108,1023,6
117659724,29,17,42,59,2507,2570,72809,0,981,5
117672038,76,99,133,157,7008,7531,218169,11918,2818,16
117731777,402,840,1974,294,40555,48049,1335822,157142,6934,157
117791363,87,175,291,106,7645,9152,343658,6724,2394,24
117891932,244,525,1101,167,19802,25785,719133,130974,2569,76
117906884,40,41,64,22,2125,2560,102501,0,612,7
117913931,69,33,55,243,4451,4720,162126,22449,2637,7
117956848,1463,1629,3856,2152,136615,152241,4727881,243560,53999,324
117990312,688,1294,3248,863,63113,81444,2083200,403244,10316,232
118056052,48,70,102,37,2201,2791,126831,10537,339,7
118073569,485,444,1173,659,40907,44425,1578970,121572,16178,91
118078153,315,356,712,262,17473,21861,708188,15498,3622,53
118097484,175,119,256,303,13665,14176,568771,4367,7661,27
118134220,978,1061,2644,2327,91237,104785,3215607,166988,35892,229
118193010,28,38,74,49,3401,3763,116567,6220,1522,7
118207269,474,657,1111,543,47793,54092,1572549,89026,16718,122
118233883,502,317,710,1024,36531,39376,1324401,9276,17713,69
118245703,324,311,799,554,25646,28546,943044,45766,9906,61
118247752,69,47,86,178,3552,3461,179216,400,1834,6
118302784,54,97,278,51,4679,5706,97937,49648,329,18
118419316,379,244,421,545,26715,28358,978734,9882,13193,51
118601438,132,137,239,367,8584,9879,359802,4409,3162,20
118634941,14,66,58,22,1433,2104,52188,12028,156,7
118678359,25,73,121,92,3097,3537,128481,8321,1246,9
118718664,144,77,194,315,10058,9178,418070,6539,5421,18
118721929,72,145,311,60,5678,7817,211431,50297,815,21
118840822,23,39,74,1,2004,2058,49050,1534,214,7
118899354,132,55,128,112,7759,7849,266380,99,3368,15
118983709,31,60,156,27,2618,3129,129341,1475,572,9
119049124,26,52,100,21,2375,3284,62060,27315,398,9
119099717,26,57,106,15,3062,3505,97085,5140,1015,8
119137163,529,273,672,691,32593,35547,1522941,1330,17412,59
119138949,91,20,67,129,5440,5509,189707,4065,1967,9
119146087,24,31,27,34,2030,2327,56506,0,871,5
119180054,302,393,997,236,20984,26319,768565,31171,3711,63
119267685,62,53,231,66,7248,7238,185272,7123,2382,16
119321696,78,64,114,108,6345,7188,192585,1519,2070,15
119359719,26,28,88,24,2132,2525,70645,6139,414,6
119525384,63,70,172,80,4828,5066,144352,18826,1017,14
119535307,314,472,923,281,23893,30353,986241,62718,7695,67
119540075,89,163,392,80,10850,11535,269291,29388,2696,29
119554605,10,32,37,12,1671,1941,41625,2300,522,5
119576842,869,1912,5018,649,93911,118202,2979963,209862,15345,352
119594755,613,721,1743,872,56988,64943,2161756,162467,22319,137
119631156,251,545,1357,373,35554,35704,837226,130514,7645,103
119890111,16,75,25,51,3184,3271,67837,1351,753,11
119939006,1052,738,1551,1367,80540,82778,3249266,86521,35830,156
119976622,22,68,137,18,2930,3603,60489,19352,366,11
120076557,56,89,233,39,4275,5006,132353,7308,554,15
120090915,96,127,216,197,7920,9369,361215,9835,2677,22
120109512,43,53,76,103,3518,3832,125131,2992,1480,8
120186512,19,30,56,27,2146,2821,61717,2376,437,8
120303454,374,197,346,618,22093,23302,797126,14571,9034,42
120374476,664,337,807,1391,48788,50035,1770222,12409,20981,97
120393058,175,380,549,176,13969,18028,498858,20795,2943,45
120402898,56,77,311,67,5877,7269,158029,11491,778,20
120418035,72,78,104,62,4239,4440,203230,1541,1311,12
120447122,28,92,86,24,2533,3250,80424,10547,446,11
120463864,59,103,227,61,5707,6592,229391,17327,1545,17
120488119,98,170,371,179,8847,11443,384555,44972,3257,23
120555439,23,74,105,9,2753,2688,69041,37162,405,13
120569619,279,498,1136,277,25006,32569,760562,61022,4260,96
120594190,15,20,42,7,2236,2407,27187,0,533,5
120613892,228,189,478,231,14275,17421,677486,21119,6129,35
120721805,55,43,97,86,4533,4869,134270,9454,1978,11
120736749,77,29,96,122,3765,3473,133463,5854,1518,7
120741272,27,40,95,9,1720,2346,57848,18725,275,6
120901780,44,67,155,72,3470,4114,126548,0,582,10
121006978,63,62,103,116,5712,6162,243127,4514,3114,12
121050030,54,33,82,73,4579,4160,161586,1575,1918,9
121052479,624,408,864,977,40194,46906,1651703,34779,17773,86
121193698,70,70,87,113,5022,5382,184721,945,2215,11
121196119,117,70,135,189,6669,7446,337732,0,3419,13
121312218,85,112,218,41,4844,5809,193642,1821,1164,15
121395876,111,142,327,141,9203,10948,345035,35137,4027,23
121404228,868,1245,2380,728,68944,78980,2466742,126341,18830,191
121443783,21,56,55,19,1823,2381,81266,879,441,6
121445473,143,43,127,178,7752,7337,260209,6941,2864,14
121454114,35,44,84,28,2492,2783,118776,0,768,6
121554635,25,22,51,40,2204,2027,72016,4503,768,5
121629136,55,114,189,24,4938,6189,174710,2255,806,18
121642227,37,66,168,33,3884,4431,109967,39550,584,13
121769650,2761,1487,3353,5347,192869,203390,8573974,84592,104524,333
121833213,1158,1183,2841,1517,112735,126023,3431600,319460,44264,252
121877774,74,26,44,86,3802,3667,154369,0,1380,6
121896179,18,63,81,61,2776,3090,162092,1840,1477,8
121917409,165,304,654,186,18413,21974,591057,83282,7166,51
121994111,22,50,65,10,1450,1692,64512,3267,397,7
122049498,333,271,539,461,29716,31419,1051464,6293,15384,59
122065811,76,60,112,175,7557,7581,253883,7255,3299,16
122151192,67,147,331,28,6414,7632,178866,23292,978,23
122159479,44,116,178,23,3563,4438,134994,1669,569,14
122221915,138,242,463,160,9754,12239,429474,21784,3235,32
122255316,674,258,543,509,43679,40898,1568870,1592,20397,68
122258583,33,42,105,81,3730,4417,107655,1807,1428,9
122275012,88,171,220,43,5351,6747,194776,1838,564,24
122342838,45,82,161,15,2606,3819,114636,12742,338,9
122385171,28,41,128,29,2539,3340,75517,655,392,9
122406805,114,133,303,186,9792,11007,332013,58484,2972,29
122445696,282,380,593,469,21573,23647,986431,45095,9070,57
122499534,131,145,308,190,10651,11374,390138,26973,3710,28
122551111,132,129,204,68,7015,7325,327761,15271,2704,16
122575358,99,74,112,221,7596,8279,316849,1462,3391,15
122601905,61,130,260,24,6045,7551,232928,4896,643,24
122633513,733,448,807,1543,58078,57137,1972541,40451,23156,104
122670743,107,80,101,223,7578,8389,330744,240,3246,15
122810642,20,47,74,35,2128,2871,86682,0,778,7
122867857,1060,735,1328,1283,66929,72784,3239550,43709,33203,135
122906761,11,26,63,3,1314,1262,36775,7130,136,5
122922461,94,65,79,117,5035,5962,224857,108,2564,9
122990415,27,36,52,72,2582,3349,69213,80,826,7
122991377,254,183,238,475,19070,19040,582654,33737,8113,36
122999593,55,35,87,25,3262,4012,111451,0,751,8
123036561,53,46,123,28,3737,3912,128300,0,1189,9
123051238,1533,978,2276,2572,116727,119185,4316009,181833,61415,222
123104000,56,105,186,137,3155,4136,207678,13027,836,11
123237102,40,47,141,33,2268,2957,84610,11864,700,7
123240602,36,135,136,116,4913,5889,173231,5910,1452,19
123244426,162,165,463,180,12173,15232,524555,34181,4364,31
123340213,82,39,120,158,6804,5806,259721,400,3892,12
123349095,29,18,37,93,2790,2869,76786,17374,1118,6
123444610,49,171,304,48,6040,7078,176349,94185,1287,23
123485937,102,246,411,67,8792,10517,273130,62101,1044,38
123583095,90,112,312,43,6997,7779,223365,11147,1434,21
123596051,34,79,152,12,2577,3606,92818,0,495,10
123673691,25,54,161,6,1835,2580,66681,38285,242,7
123713294,40,117,137,33,5612,6244,166109,6100,1821,19
123748396,130,65,154,370,9389,9806,367882,4428,4711,17
123758789,144,84,189,167,7985,8589,395318,1026,3829,17
123787524,660,713,1779,731,61866,69067,1945292,86534,22250,151
123790878,184,119,331,127,10502,11538,355142,16750,3114,25
123820195,188,194,337,305,15357,16394,537175,31746,6076,37
123953528,160,106,204,269,11556,12409,475997,6832,5928,23
123986079,34,69,92,46,3759,4005,172920,7662,1784,10
124066939,35,46,110,79,3923,4486,105050,1376,1034,9
124096761,38,33,62,20,2597,2783,104513,3309,1148,5
124099683,168,68,148,477,9779,10253,370508,37840,5008,18
124168390,439,743,1601,410,35822,43513,1359684,96734,9234,118
124218844,22,19,74,7,2169,2275,40673,4287,178,7
124231143,82,121,239,103,6003,7059,234664,8510,1289,18
124246681,58,67,83,132,4877,4774,164831,3724,1456,13
124391602,112,90,125,126,8717,7713,313348,7588,3136,16
124395328,261,138,284,423,13374,15040,533276,17789,6425,25
124438626,145,406,651,117,13070,16124,449887,27560,1902,54
124455797,21,61,62,67,2735,3081,93405,0,898,8
124523067,19,18,32,99,2517,2506,52854,253,1021,5
124553723,606,153,648,1335,36774,37280,1309576,14540,14032,65
124563538,27,58,60,73,3525,4461,107761,166,1691,10
124604563,30,36,39,43,1969,2079,73080,2044,443,5
124620084,51,66,110,69,3232,3601,131214,0,920,9
124651909,21,82,98,32,2223,2962,127082,907,808,8
124780194,313,208,392,461,22724,25342,932164,13587,10794,48
124796795,58,104,118,180,5280,6099,174805,5671,1790,16
124805486,8,29,73,27,1814,1999,43188,12946,311,7
124813229,32,75,103,45,4031,4653,96397,2753,865,12
124831899,21,56,83,14,1891,2368,56675,11639,324,7
124936122,569,324,637,1204,41619,45624,1434292,5686,19028,82
124939488,16,48,112,5,1467,2059,53541,293,119,6
125069045,64,31,47,66,2942,2481,145580,0,1274,5
125094645,36,36,57,149,3024,3546,98243,2645,1174,7
125188274,131,61,136,309,7456,7643,300888,5248,4089,14
125303694,45,51,146,37,4230,4731,163219,18725,1102,12
125314635,38,41,128,23,3144,3648,101546,11702,1079,9
125316764,15,26,45,7,2097,2261,72540,17712,894,5
125328301,136,159,224,328,12063,13624,399476,7403,4979,27
125498547,38,54,87,24,2380,3101,67391,9935,624,7
125576983,51,115,149,99,5124,5727,195223,606,2150,14
125581247,1636,815,2159,3606,134486,136361,4639862,20915,65756,222
125661623,474,409,859,605,27077,32030,1254478,10901,9061,66
125732071,27,45,74,42,2779,3160,71710,3781,812,9
125801956,99,82,239,111,8341,9114,223867,15572,2362,21
125845797,172,276,540,157,18482,20852,533105,118282,6103,53
125876808,14,43,31,81,1936,2564,72106,807,506,8
125913962,106,107,236,118,7919,9043,272399,3757,2568,22
125998560,85,31,87,231,5025,5424,300594,0,2508,9
126026051,23,46,71,64,1984,2679,72320,1975,698,5
126212866,61,145,238,116,7811,8939,227149,14251,2693,19
126238768,569,445,590,1061,37640,40795,1527237,10982,17461,73
126253073,230,767,1340,95,25789,29338,838376,101784,3745,94
126323933,27,72,124,32,2603,3000,101077,3854,618,9
126397214,21,52,125,76,2378,3777,108061,5284,588,9
126417273,1965,821,2266,4339,140889,145611,4784003,68750,68865,246
126469785,33,63,60,20,2015,2135,74015,180,350,7
126493235,36,42,89,42,1799,2244,82987,26393,531,7
126578178,36,31,67,29,1985,2110,77243,0,758,5
126598297,294,258,581,258,22715,25871,753283,15952,7544,55
126791795,17,24,74,10,1712,2243,54820,8570,473,5
126821466,19,51,71,18,1943,2429,76143,60,264,8
126856918,21,60,147,15,2086,2720,73466,3934,425,7
126941616,40,37,56,127,3194,3700,85476,1427,1313,8
126959234,38,27,53,47,2255,2474,86108,0,845,5
127019228,10,32,42,13,1161,1205,27196,70,138,5
127077041,641,1481,3263,697,70072,85932,2214906,144679,13348,238
127204374,14,40,83,10,1361,1496,40084,2695,110,6
127234664,16,38,61,5,1347,1831,56438,10210,194,5
127347218,28,68,95,18,2659,3114,72694,16130,529,10
127528785,70,56,114,128,5448,6036,183687,6106,2111,12
127530803,136,79,183,324,10496,11230,381523,579,5722,19
127565532,61,152,232,75,4726,6315,222541,67633,947,17
127716304,45,55,105,30,3627,4291,101937,9087,871,12
127816499,48,103,97,21,2439,3301,101822,4727,371,8
128129911,115,33,110,138,7366,6791,237791,2510,2226,13
128168230,27,51,75,7,1654,1985,48350,1991,206,8
128214794,150,155,297,282,14665,14669,491283,21352,6069,33
128307170,97,67,99,186,5706,7075,222805,387,2142,13
128362955,63,24,84,44,2296,2185,159210,7758,1033,5
128367019,171,180,487,420,15120,17327,550048,40108,6499,36
128382685,88,85,96,77,5166,5973,256139,1551,2305,12
128423973,17,24,91,8,1846,2167,47936,5185,213,8
128470130,33,67,132,59,5382,6289,162822,12510,2172,15
128474469,105,67,125,202,4751,5126,317085,0,2107,11
128660724,55,148,255,68,5431,6932,191436,1101,1190,22
128701865,115,239,558,62,10616,13040,333882,87874,1984,40
128741990,43,84,128,45,3428,4045,129698,5249,748,13
128771383,79,41,81,122,4087,4715,171121,0,1716,8
128997496,23,31,118,73,2485,2909,108477,12713,1011,6
129008692,354,282,681,467,24684,26481,941377,14826,8185,58
129035220,69,116,161,26,3608,4895,166610,14901,723,11
129071882,382,706,1640,268,32049,42644,1119659,28885,5653,117
129257026,29,21,46,65,2289,2643,83756,1453,940,5
129272624,178,182,380,417,13430,13047,435724,15620,4594,29
129340473,256,469,1110,305,22387,27775,792931,33822,6229,72
129428681,110,102,132,346,9795,10642,333184,4265,4516,21
129558075,33,89,122,32,2816,3553,95295,6337,349,13
129585121,1437,935,2161,3872,117705,120242,4274704,84250,59249,222
129618507,61,50,96,106,4381,4735,181844,0,2250,9
129664262,358,286,475,396,23565,25458,1120953,27855,9856,57
129748056,967,623,1215,1947,80286,80495,2741276,40402,40530,138
129848451,61,119,148,195,7669,8170,228210,16329,2867,20
129870089,52,40,61,204,4179,4285,181300,0,2217,9
129944394,94,113,270,117,7953,8859,256042,29410,2515,24
129958758,1610,1421,3878,2380,152557,171296,4935126,142198,69521,345
130027499,46,99,158,91,4334,5187,150300,13563,1322,15
130040732,33,32,166,7,2171,2368,86193,15303,294,7
130049546,242,332,573,338,24822,28254,827513,17316,8829,65
130140436,20,87,200,19,3137,4511,85184,19756,376,14
130291279,58,85,127,96,5814,6857,191648,8331,1668,17
130291678,84,117,290,108,9688,10075,304967,35185,4061,25
130327734,60,49,78,146,5453,5467,159427,1318,2524,12
130399338,32,46,82,21,1820,2356,58842,2863,179,7
130407853,25,64,110,55,3216,3642,131710,6636,1171,9
130416036,2002,973,2680,3868,142599,147816,5447381,183677,74391,259
130574494,41,35,69,93,2861,3577,149355,496,1343,6
130734784,74,180,357,42,6564,8743,181862,13420,772,29
130761395,40,72,175,29,3244,4085,102168,36571,553,11
130801103,1108,1214,2524,1664,78688,88873,3274207,135803,30410,195
130856274,27,36,93,3,1985,2438,42414,0,249,6
130921377,101,61,103,148,9289,8641,241950,3489,4475,17
131022464,51,65,78,178,4478,4766,162379,1303,1845,10
131043881,526,904,2026,313,43682,51610,1414339,207485,8075,161
131237305,161,361,869,177,21128,24122,553087,84228,6178,65
131330953,309,362,867,491,29298,35867,986458,47356,12372,72
131365523,82,24,80,74,5123,4725,195729,1304,1935,8
131380551,206,523,1065,229,18077,23074,664414,80932,2672,69
131477992,31,67,80,47,2697,3169,108065,3199,865,10
131516058,11,28,96,12,1639,2149,44716,32937,250,7
131588917,39,53,173,25,3264,3957,111834,0,370,12
131647064,34,28,95,35,2393,2298,98351,10928,1059,5
131687728,30,76,139,9,2677,3424,108424,17201,447,9
131706718,922,657,1096,1358,68386,71999,2699158,37574,34875,131
131763884,123,49,155,195,7584,7931,324570,675,2997,14
131766964,332,633,1531,281,31364,38300,897615,134586,3973,124
131768153,31,50,157,30,3163,3635,75690,11929,553,12
131959080,22,32,26,55,1986,2522,76301,0,722,5
132110709,66,111,233,46,5689,6852,202410,15999,1975,16
132155688,44,75,136,25,3329,4080,120554,11311,617,11
132291754,119,38,153,202,7933,7818,330723,38272,5345,14
132309493,3132,1172,3978,4049,231436,223383,8742488,231088,125518,406
132486134,20,33,51,27,1943,2369,54451,6393,681,6
132538905,25,22,46,52,2420,2607,94721,115,1297,5
132572732,170,244,534,373,16547,18954,534015,46214,6791,40
132579317,141,107,164,140,7958,8565,314431,1702,2972,17
132591419,21,49,59,54,1906,2011,73556,856,550,5
132739889,2003,981,2655,3206,155999,157080,5689598,90581,83070,264
132851371,2829,1038,3473,5374,201211,203197,7008182,220549,101936,334
133066657,94,63,109,144,7303,7959,226547,0,2978,16
133084797,443,885,2238,348,43533,56006,1379208,91946,6778,163
133310226,135,49,143,214,7847,7550,356805,4199,4067,12
133350733,55,66,168,34,4026,4921,213588,14167,1787,11
133558180,126,90,160,233,8831,9629,340415,6838,3553,18
133640041,26,42,163,24,2329,3269,111771,12670,343,9
133656750,19,28,72,15,1841,1823,49357,2834,332,6
133705393,10,32,65,4,1384,1611,28198,1831,135,5
133705802,760,1337,2837,1172,61606,77015,1972671,271741,10000,217
133750239,55,14,63,141,4294,4127,128987,4942,1720,7
133756645,14,61,91,23,2408,3172,61021,11833,464,10
133807400,157,111,200,452,11849,13437,427647,4984,5131,28
133832206,23,70,111,13,2707,3249,73396,2541,594,11
133885475,42,88,229,44,4117,5649,131088,36403,817,17
133933435,27,23,86,14,2155,2173,58925,3974,345,6
133973515,100,68,245,167,6804,7516,212284,19854,1861,17
134000388,68,34,71,125,3038,3116,153588,2598,1538,6
134090881,103,287,403,69,11150,12419,340645,37923,2376,41
134112654,31,70,129,28,3576,4488,105014,3541,1359,10
134117792,58,59,182,32,5593,6634,157190,24578,1682,15
134121021,98,156,380,156,8613,11516,313532,5515,1936,31
134159112,120,204,551,67,9609,12512,369327,126988,1427,36
134276083,1754,2365,4799,3385,168241,197969,5701058,224710,73248,398
134497734,7,35,32,15,1455,1856,58621,4979,466,5
134513080,32,74,199,5,2994,3396,78700,4751,365,10
134517038,6,16,66,13,1642,1663,27093,5992,233,5
134531475,125,50,114,131,5977,6478,277534,0,2476,10
134556694,805,1970,4384,999,79341,95869,2559970,562897,12945,298
134566957,192,304,673,141,14900,18168,551933,17675,3244,47
134599654,85,75,156,88,5795,6130,233697,9435,1983,16
134657231,62,30,75,144,4607,3896,168625,208,1837,8
134679634,212,422,821,243,22648,26909,834390,61618,7147,70
134683396,442,240,652,872,33519,33394,1149134,3225,16827,61
134711350,226,180,261,517,16195,17420,584110,5252,7021,33
134741940,34,47,103,47,4103,4730,146904,12066,1379,10
134858539,74,258,378,53,9502,11260,307739,6787,2186,33
134903105,366,566,1291,495,38114,45268,1273599,112781,13414,110
134979108,11,24,46,38,1409,1285,76572,4099,503,5
134998971,18,34,35,59,2497,3022,89245,0,1276,6
135119634,48,48,113,12,3143,3747,153378,550,1053,7
135241723,57,29,61,147,3462,3192,130881,0,1848,6
135260138,125,232,503,147,9975,11484,325585,19745,993,36
135269619,40,38,45,72,2741,3030,188547,0,1576,6
135384059,965,1489,3718,673,83713,100227,2626077,217439,18780,280
135389630,145,290,417,268,14902,17284,445442,18641,4752,47
135407826,43,48,188,22,3000,3660,108905,8514,327,11
135457887,21,15,39,68,2278,2303,49837,0,693,5
135553543,33,57,159,64,3264,3773,102550,812,233,12
135625769,28,45,99,4,1801,1866,68477,2270,372,6
135656964,384,364,1036,580,35104,41255,1062203,69958,12945,86
135726105,81,115,224,117,7768,8250,234298,13198,2390,20
135814764,36,19,61,58,1933,2367,87635,0,713,5
135878232,1464,990,2337,3078,109247,118528,4139755,41193,44840,231
135948521,63,17,60,90,3252,3229,148513,856,1234,5
136066062,19,31,36,51,1594,1874,48701,10953,529,5
136099804,59,100,237,41,5246,7055,178545,4011,975,19
136178375,69,220,280,40,7905,9305,229922,20102,1184,34
136186119,197,413,1006,96,20703,25057,578654,119839,3408,77
136187546,176,403,864,111,20872,25077,511518,106622,3570,74
136214996,429,248,453,734,23026,25468,1151017,12603,11305,45
136271591,11,50,55,5,1339,1604,37677,2477,302,6
136296149,98,84,122,135,8071,8461,359604,1590,4196,16
136349844,61,77,105,43,3938,4848,149819,1110,1087,13
136427601,15,38,38,13,1400,1511,58941,7122,174,6
136433960,170,129,299,229,11488,12228,442741,21958,4043,27
136447111,86,153,282,212,8254,9790,347473,3542,3121,25
136477860,1113,508,1363,2291,83394,90205,3270629,37453,41247,148
136480587,55,39,59,54,4222,4124,233860,3615,2278,9
136504818,359,217,393,346,16883,19429,887805,8534,8567,34
136526273,71,57,56,94,5484,5691,174627,1297,2542,10
136534526,49,92,213,39,4169,5525,139677,7855,609,16
136545411,34,37,34,45,2332,2669,108655,4743,1305,5
136545628,44,43,72,11,2033,2284,72591,9411,268,8
136562659,355,157,433,1048,32201,31953,847955,34155,16607,59
136575603,706,531,1309,893,59472,65063,2180369,70076,25994,123
136624722,364,544,1360,302,29627,37511,831461,120252,3821,113
136636129,52,42,100,74,3704,3640,149123,2109,1785,8
136700299,75,165,263,70,6190,7458,179386,44609,824,24
136737280,73,33,89,158,5413,5297,274194,348,2973,9
136742985,191,135,266,242,10422,12031,452040,16715,3844,22
136769042,23,51,87,13,2182,2123,68202,196,329,7
136829091,97,153,414,86,8040,11059,309258,46173,1168,27
136844585,23,50,97,9,2209,2589,61396,6088,230,8
137021269,36,66,92,25,2378,2866,105108,1540,762,8
137055385,33,71,130,17,2374,2962,73052,3258,547,8
137101797,59,153,278,62,5721,6735,178857,7039,879,20
137116480,29,33,78,39,3081,3335,109464,0,797,8
137129583,312,194,504,660,23882,25880,909773,2096,11668,47
137193239,3388,1667,4481,6888,251471,255944,9276684,114271,128423,444
137217992,69,105,212,118,6738,8685,265242,15785,3166,18
137227165,64,52,122,138,4810,5860,182953,3078,2059,11
137272985,2650,1383,3297,4496,189885,199127,7339700,125420,94047,357
137273293,155,333,730,104,14276,16431,419347,37959,2219,52
137297370,100,33,98,204,4928,5529,290318,0,2982,9
137323908,255,224,305,620,22796,24684,796135,2962,10735,45
137530209,378,175,453,899,26672,28645,1085077,9913,11818,51
137733119,55,25,67,94,3209,3399,121787,0,1428,5
137756790,123,77,161,174,9825,9956,388189,0,4832,15
137787518,48,137,290,21,3880,5345,147730,3864,585,16
137855976,66,58,91,142,5625,6512,192475,508,2748,12
137916623,81,117,241,32,4773,5714,176432,10944,836,15
137925613,277,608,965,398,26333,30671,897552,24315,6508,86
137944511,87,81,116,204,6730,7315,256456,400,3113,13
137967215,22,35,93,46,2568,3208,68307,4073,640,8
138006686,12,43,91,6,1317,1759,39429,8764,203,5
138132437,17,35,25,102,1611,1850,66143,0,510,5
138154666,125,200,568,87,11435,13930,368488,28616,1775,40
138255431,13,41,44,9,1337,1482,37788,400,166,5
138335951,6,46,74,8,1182,1360,58112,0,227,5
138470488,38,137,111,56,5885,6594,154246,11393,1611,22
138543123,584,525,1012,1072,41679,46112,1567790,32423,15915,96
138713209,18,23,79,3,1448,1813,41634,2078,142,5
138767077,28,59,93,123,2340,3117,104961,2585,770,8
138804702,43,22,45,89,2721,3015,109529,725,1164,5
138848468,90,31,107,79,5825,6885,212362,1580,2543,10
138857296,490,495,903,671,36778,41938,1471314,25902,17124,84
138885864,1128,1339,3335,2033,113030,128183,4022910,280594,47712,274
139031324,298,297,791,559,26418,28603,913888,46359,8525,66
139098031,150,96,218,229,10481,10630,336436,6337,3769,19
139104469,347,335,502,419,22303,22720,875903,14473,8240,53
139174891,1288,713,1573,3483,98867,103471,3708338,70511,47290,166
139271347,38,99,157,31,4330,4870,152963,43720,642,19
139280377,1345,567,1870,1987,106709,108253,3212672,59190,49130,194
139406237,133,232,344,172,15159,16294,447182,20873,5701,40
139435540,39,23,97,11,2201,2608,67853,7446,393,8
139756563,58,51,85,66,3434,4300,206702,0,1440,9
139822354,1165,639,1336,3243,85184,88666,3274782,24761,44943,147
139876032,1224,2639,6167,884,129090,161826,4343725,306494,30658,425
139937922,1409,1751,4765,1772,162288,188373,4789316,480252,65110,385
139985766,156,201,371,283,14272,16765,570957,15709,5591,35
140153524,1009,1861,4694,1045,99171,125648,3074632,581963,22003,345
140159807,302,462,795,214,18741,23527,759231,36133,3510,66
140178149,41,55,118,95,3620,3798,168271,10666,1820,9
140758705,17,47,101,9,2051,2943,87954,6107,330,8
140820776,39,65,126,7,2741,2965,105668,11312,323,8
141010367,487,701,1706,490,39025,48074,1313547,51503,6412,144
141065684,118,208,427,232,14216,15514,424816,23638,4045,40
141130033,44,33,53,109,2725,3136,117816,0,1240,7
141162274,194,185,381,206,14295,15697,600431,33768,6264,35
141390800,7,24,63,24,1389,1770,42928,6361,327,5
141690233,780,584,1055,1831,59135,63023,2584635,49215,26693,118
141833801,25,62,133,14,2242,2771,92792,5506,251,10
141941354,38,52,130,11,3248,3409,80637,6549,522,9
142051087,9,40,62,5,1517,1595,36644,0,327,6
142139318,859,504,1153,1397,68637,70204,2548297,18187,35163,121
142525989,65,44,92,164,6899,5182,199162,3251,3081,12
142536387,185,125,191,242,11753,12869,606643,6603,6347,21
142555860,43,50,94,88,3858,4034,142724,2838,1983,8
142589406,64,159,327,80,7499,8681,219093,5381,1357,28
142718557,146,150,275,386,12984,13833,450321,77243,6484,28
142750189,118,193,370,63,8704,9789,318600,30765,1551,31
142805736,27,51,67,34,2362,2792,76945,115,815,7
142920020,11,72,31,23,2110,2634,54768,492,267,10
142926535,21,39,47,71,2184,2237,80146,0,734,6
142974425,511,863,2175,404,46448,57926,1652165,92242,10472,154
143125335,24,27,30,28,2164,2612,67412,2930,874,5
143146883,58,81,226,111,6365,7568,229831,11132,2271,18
143278997,60,109,223,74,5919,6807,197671,27523,1108,19
143294966,139,253,612,145,12512,16559,391822,37111,2622,41
143476720,5,39,11,6,1091,1269,22918,964,186,5
143556284,121,278,587,90,12564,15165,406863,51868,2428,48
143693439,279,524,1457,375,25163,34006,1023371,43930,5113,94
144205561,103,80,153,118,6868,7553,287741,6466,3001,13
144335589,369,192,414,477,23673,23782,958438,17251,11305,43
144359718,185,350,515,197,16606,19926,671388,38121,6092,48
144597422,16,36,81,12,1227,1441,40388,792,161,5
144671480,104,41,116,129,6633,7077,259704,295,3914,10
144698356,36,65,109,7,2779,3253,119036,0,883,8
